date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:31:27	856/856	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285166d1d920b9ea7456fa58887e83305%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/profile-Cz4qby_c.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/profile-Cz4qby_c.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:27	957/957	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222a4287c98d9ad2306c6441915a3b7ea%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/stats-DjCODqlz.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/stats-DjCODqlz.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:28	2579/2579	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216da172d31e19e13162edaa944289843%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/geojson-utils-b0n4j1Op.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/geojson-utils-b0n4j1Op.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:28	439/439	---MCZ	200	added ('OK')	application/javascript	etag:W/%2245b7ed25129a726dff11ea01418c8d9d%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/intl-DWyoUv85.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/intl-DWyoUv85.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:28	1404/1404	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3a809eded76dcf09b70fcc7714e5af9%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Card-DTVDt0jF.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Card-DTVDt0jF.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:29	291/291	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a618ed5997e522e63cca427cda7feee0%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/IconHome-DYujAcsf.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/IconHome-DYujAcsf.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:29	6722/6722	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b23333095f1295e4e69fee2544388282%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Accordion-DCUvjUJi.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Accordion-DCUvjUJi.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:29	1364/1364	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f1b51a6ed03159cab732656d6092d055%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/SimpleGrid-i9gn1cTf.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/SimpleGrid-i9gn1cTf.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:29	230/230	---MCZ	200	added ('OK')	application/javascript	etag:W/%220287d7ca531e42a0d570f6c6c9684025%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/IconPhone-BOyNJmdm.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/IconPhone-BOyNJmdm.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:30	1584/1584	---MCZ	200	added ('OK')	application/javascript	etag:W/%2245e5776bfb05f4f708dd3434f8404186%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/List-uDqDJgAO.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/List-uDqDJgAO.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:30	205/205	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b742b6ea7902833bcbdb31fa59a19931%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/IconClock-CvFi97kF.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/IconClock-CvFi97kF.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:30	631/631	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f8002a69477db095d2051fd0db490fc9%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/IconBrandX-BxKmVGFY.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/IconBrandX-BxKmVGFY.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:31	2359/2359	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bac348eeef7c2598131e27a7ffde0d8b%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/ActionIcon-CPIfrngI.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/ActionIcon-CPIfrngI.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:31	291/291	---MCZ	200	added ('OK')	application/javascript	etag:W/%220235a40232da7be96c7abff7f4783606%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Space-CHVQsY9d.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Space-CHVQsY9d.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:32	3087/3087	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3c10ceec9b96d2a5001285390ac72a7%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Grid-HfbMWT1B.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Grid-HfbMWT1B.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:32	384/384	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fa3133147990d5e59f499a363542d267%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/data-CzLNwLPR.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/data-CzLNwLPR.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:32	885/885	---MCZ	200	added ('OK')	application/javascript	etag:W/%22985ac70e3f6d323ae1d09e89e73dcb81%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Divider-D3GASQ4J.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Divider-D3GASQ4J.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:32	2024/2024	---MCZ	200	added ('OK')	application/javascript	etag:W/%224c7476742651bf17b2279fd7c0f7c6e0%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/data-CT1sX_Ze.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/data-CT1sX_Ze.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:33	83654/83654	---MCZ	200	added ('OK')	application/javascript	etag:W/%229cfb49ce52ab189f916021d62df6ec7a%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/route-CkSKBIcw.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/route-CkSKBIcw.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:33	383/383	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ec620848901459f67b302304742b7f%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/IconArrowRight-C8cXQuKT.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/IconArrowRight-C8cXQuKT.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:33	9404/9404	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f14fa1f0e3b807c2b53dcf3716d3dedd%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/date-DZDdvIcB.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/date-DZDdvIcB.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:33	123504/123504	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f5b9ce4553ca582ba66c60d83ceddb17%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/string-strip-html.esm-ChUPuy61.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/string-strip-html.esm-ChUPuy61.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:33	590/590	---MCZ	200	added ('OK')	application/javascript	etag:W/%2201b3bfd49d1d4ed7a232f623b97a2254%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/AspectRatio-CXJhr6qa.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/AspectRatio-CXJhr6qa.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:34	24643/24643	---MCZ	200	added ('OK')	application/javascript	etag:W/%22853c02a5c622d091468efaa39f88066f%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Carousel-CQBuA9Hf.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Carousel-CQBuA9Hf.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:34	6449/6449	---MCZ	200	added ('OK')	application/javascript	etag:W/%2278f57ce6666973eaeae4eb5880073714%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/marketplace-CJ4qS0s5.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/marketplace-CJ4qS0s5.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:34	8820/8820	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c207e3cefd479c82cccc9c6b3f90ecd6%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/PageNavigation-CfgmkjJx.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/PageNavigation-CfgmkjJx.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:34	527/527	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a33fa8624316e73d79301a720542d9e%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/css-utils-Besm3d-a.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/css-utils-Besm3d-a.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:35	881/881	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220cf4d8adf3ddb227e10ed58ef98c94a%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/date-CIaFKzx_.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/date-CIaFKzx_.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:35	3360/3360	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f7664f57cda94759032e71c57a644ccf%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Avatar-Dg7oIjsn.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Avatar-Dg7oIjsn.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:35	24107/24107	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633e518a30545fcedd134fd7e83d5ea5%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/url-join-BB64Mf9Y.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/url-join-BB64Mf9Y.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:35	7272/7272	---MCZ	200	added ('OK')	application/javascript	etag:W/%229e00a00273b9376aacb1ef2ccf6c8f28%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Tooltip-BXhw4mCq.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Tooltip-BXhw4mCq.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:36	889/889	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ede9a25acb0190f09d04ba4a795f570%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/PageContainer-B21IHZsm.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/PageContainer-B21IHZsm.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:36	231/231	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fca98eb9d9109d19be4cbbea175722f6%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/Spacer-DsdICkfh.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/Spacer-DsdICkfh.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:36	15993/15993	---MCZ	200	added ('OK')	application/javascript	etag:W/%22204ab02bd8c4d4c863ba079b429277e2%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/route-CGCfqn99.js	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/route-CGCfqn99.js	(from https://amandete.digitaldesa.id/belanja/74786913/keripik-pisang)
20:31:36	2332/2332	---M--	200	added ('OK')	font/woff2	etag:%226d51beed3e04fc77a601da05002367d5%22	https://cdn.digitaldesa.com/statics/profil-v2/assets/lg-C7ze34MH.woff2?io9a6k	C:/Users/baban/tester/cdn.digitaldesa.com/statics/profil-v2/assets/lg-C7ze34MHb687.woff2	(from https://cdn.digitaldesa.com/statics/profil-v2/assets/route-e3ERdmUd.css)
20:31:37	6429/6429	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2013:31:20%20GMT	https://cdn.digitaldesa.com/robots.txt		(from https://cdn.digitaldesa.com/statics/profil-v2/assets/route-e3ERdmUd.css)
